fecha_orden,hora,numero_de_orden,item,cantidad
2022-01-03,18:00:00,2200111,210,1
2022-01-03,18:00:00,2200111,301,1
2022-01-03,18:00:00,2200111,405,1
2022-01-03,18:00:00,2200111,501,1
2022-01-03,18:36:00,2200112,101,1
2022-01-03,18:36:00,2200112,208,1
2022-01-03,18:36:00,2200112,300,1
2022-01-03,18:36:00,2200112,413,1
2022-01-03,18:36:00,2200112,503,1
2022-01-03,19:12:00,2200113,108,1
2022-01-03,19:12:00,2200113,215,1
2022-01-03,19:12:00,2200113,309,1
2022-01-03,19:12:00,2200113,406,1
2022-01-03,19:12:00,2200113,506,1
2022-01-03,19:48:00,2200114,101,1
2022-01-03,19:48:00,2200114,200,1
2022-01-03,19:48:00,2200114,302,1
2022-01-03,19:48:00,2200114,410,1
2022-01-03,19:48:00,2200114,509,1
2022-01-03,20:24:00,2200115,100,0
2022-01-03,20:24:00,2200115,201,1
2022-01-03,20:24:00,2200115,304,1
2022-01-03,20:24:00,2200115,409,1
2022-01-03,20:24:00,2200115,500,1
2022-01-03,21:00:00,2200116,109,1
2022-01-03,21:00:00,2200116,215,1
2022-01-03,21:00:00,2200116,303,1
2022-01-03,21:00:00,2200116,414,1
2022-01-03,21:00:00,2200116,512,1
2022-01-03,21:36:00,2200117,102,1
2022-01-03,21:36:00,2200117,202,1
2022-01-03,21:36:00,2200117,303,1
2022-01-03,21:36:00,2200117,407,1
2022-01-03,21:36:00,2200117,505,1
2022-01-03,22:12:00,2200118,102,1
2022-01-03,22:12:00,2200118,203,1
2022-01-03,22:12:00,2200118,301,1
2022-01-03,22:12:00,2200118,405,1
2022-01-03,22:12:00,2200118,500,1
2022-01-03,22:48:00,2200119,109,1
2022-01-03,22:48:00,2200119,214,1
2022-01-03,22:48:00,2200119,302,1
2022-01-03,22:48:00,2200119,410,1
2022-01-03,22:48:00,2200119,509,1
2022-01-03,23:24:00,2200120,101,1
2022-01-03,23:24:00,2200120,207,1
2022-01-03,23:24:00,2200120,305,1
2022-01-03,23:24:00,2200120,408,1
2022-01-03,23:24:00,2200120,511,1
2022-01-04,00:00:00,2200121,108,1
2022-01-04,00:00:00,2200121,211,1
2022-01-04,00:00:00,2200121,308,1
2022-01-04,00:00:00,2200121,413,1
2022-01-04,00:00:00,2200121,503,1
2022-01-04,00:36:00,2200122,103,1
2022-01-04,00:36:00,2200122,206,1
2022-01-04,00:36:00,2200122,311,1
2022-01-04,00:36:00,2200122,402,1
2022-01-04,00:36:00,2200122,510,1
2022-01-04,01:12:00,2200123,102,1
2022-01-04,01:12:00,2200123,218,1
2022-01-04,01:12:00,2200123,306,1
2022-01-04,01:12:00,2200123,406,1
2022-01-04,01:12:00,2200123,502,1
2022-01-04,01:48:00,2200124,105,1
2022-01-04,01:48:00,2200124,204,1
2022-01-04,01:48:00,2200124,302,1
2022-01-04,01:48:00,2200124,407,1
2022-01-04,01:48:00,2200124,506,1
2022-01-04,02:24:00,2200125,103,1
2022-01-04,02:24:00,2200125,218,1
2022-01-04,02:24:00,2200125,300,1
2022-01-04,02:24:00,2200125,401,1
2022-01-04,02:24:00,2200125,503,1
2022-01-04,03:00:00,2200126,100,0
2022-01-04,03:00:00,2200126,205,1
2022-01-04,03:00:00,2200126,307,1
2022-01-04,03:00:00,2200126,407,1
2022-01-04,03:00:00,2200126,501,1
2022-01-04,03:36:00,2200127,109,1
2022-01-04,03:36:00,2200127,209,1
2022-01-04,03:36:00,2200127,303,1
2022-01-04,03:36:00,2200127,412,1
2022-01-04,03:36:00,2200127,504,1
2022-01-04,04:12:00,2200128,104,1
2022-01-04,04:12:00,2200128,207,1
2022-01-04,04:12:00,2200128,309,1
2022-01-04,04:12:00,2200128,409,1
2022-01-04,04:12:00,2200128,506,1
2022-01-04,04:48:00,2200129,103,1
2022-01-04,04:48:00,2200129,205,1
2022-01-04,04:48:00,2200129,303,1
2022-01-04,04:48:00,2200129,408,1
2022-01-04,04:48:00,2200129,506,1
2022-01-04,05:24:00,2200130,106,1
2022-01-04,05:24:00,2200130,207,1
2022-01-04,05:24:00,2200130,312,1
2022-01-04,05:24:00,2200130,406,1
2022-01-04,05:24:00,2200130,508,1
2022-01-04,06:00:00,2200131,103,1
2022-01-04,06:00:00,2200131,217,1
2022-01-04,06:00:00,2200131,311,1
2022-01-04,06:00:00,2200131,405,1
2022-01-04,06:00:00,2200131,501,1
2022-01-04,06:36:00,2200132,100,0
2022-01-04,06:36:00,2200132,214,1
2022-01-04,06:36:00,2200132,307,1
2022-01-04,06:36:00,2200132,410,1
2022-01-04,06:36:00,2200132,507,1
2022-01-04,07:12:00,2200133,104,1
2022-01-04,07:12:00,2200133,209,1
2022-01-04,07:12:00,2200133,304,1
2022-01-04,07:12:00,2200133,402,1
